name,developer,publisher,popular_tags,game_details,genre,ID,genre_publisher_developer,genre_popular_tags_developer,genre_popular_tags_game_details,genre_publisher_developer_game_details
SpellForce 2 - Demons of the Past - Soundtrack,"THQ Nordic,Mind Over Matter Studios","THQ Nordic,THQ Nordic","Strategy,RPG,Soundtrack","Single-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Includes level editor","RPG,Strategy",spellforce2demonsofthepastsoundtrack,"RPG,StrategyTHQ Nordic,THQ NordicTHQ Nordic,Mind Over Matter Studios","RPG,StrategyStrategy,RPG,SoundtrackTHQ Nordic,Mind Over Matter Studios","RPG,StrategyStrategy,RPG,SoundtrackSingle-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Includes level editor","RPG,StrategyTHQ Nordic,THQ NordicTHQ Nordic,Mind Over Matter StudiosSingle-player,Multi-player,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Includes level editor"
Unholy Heights,Petit Depotto,"AGM PLAYISM,AGM PLAYISM","Strategy,Tower Defense,Indie,Management,Simulation,Cute,Casual,Demons,Singleplayer,2D,Fantasy,Replay Value,RTS,Great Soundtrack,Cartoony,Dark Humor,Funny,Atmospheric,Zombies,Real-Time","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Indie,Simulation,Strategy",unholyheights,"Indie,Simulation,StrategyAGM PLAYISM,AGM PLAYISMPetit Depotto","Indie,Simulation,StrategyStrategy,Tower Defense,Indie,Management,Simulation,Cute,Casual,Demons,Singleplayer,2D,Fantasy,Replay Value,RTS,Great Soundtrack,Cartoony,Dark Humor,Funny,Atmospheric,Zombies,Real-TimePetit Depotto","Indie,Simulation,StrategyStrategy,Tower Defense,Indie,Management,Simulation,Cute,Casual,Demons,Singleplayer,2D,Fantasy,Replay Value,RTS,Great Soundtrack,Cartoony,Dark Humor,Funny,Atmospheric,Zombies,Real-TimeSingle-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Indie,Simulation,StrategyAGM PLAYISM,AGM PLAYISMPetit DepottoSingle-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards"
CAFE 0 ~The Drowned Mermaid~ - Japanese Voice Add-On,ROSEVERTE MYSTERY,"ROSEVERTE,ROSEVERTE","Adventure,Indie,Casual,Simulation","Single-player,Downloadable Content,Steam Trading Cards,Profile Features Limited 
									","Adventure,Casual,Indie,Simulation",cafe0thedrownedmermaidjapanesevoiceaddon,"Adventure,Casual,Indie,SimulationROSEVERTE,ROSEVERTEROSEVERTE MYSTERY","Adventure,Casual,Indie,SimulationAdventure,Indie,Casual,SimulationROSEVERTE MYSTERY","Adventure,Casual,Indie,SimulationAdventure,Indie,Casual,SimulationSingle-player,Downloadable Content,Steam Trading Cards,Profile Features Limited 
									","Adventure,Casual,Indie,SimulationROSEVERTE,ROSEVERTEROSEVERTE MYSTERYSingle-player,Downloadable Content,Steam Trading Cards,Profile Features Limited 
									"
BeatBlasters III,Chainsawesome Games,"Chainsawesome Games,Chainsawesome Games","Indie,Action,Rhythm,Music,Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Indie",beatblastersiii,"Action,IndieChainsawesome Games,Chainsawesome GamesChainsawesome Games","Action,IndieIndie,Action,Rhythm,Music,PlatformerChainsawesome Games","Action,IndieIndie,Action,Rhythm,Music,PlatformerSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,IndieChainsawesome Games,Chainsawesome GamesChainsawesome GamesSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud"
Gare Sapphire Mechs,Prexen Studios,"Prexen Studios,Prexen Studios","Action,Indie",Single-player,"Action,Indie",garesapphiremechs,"Action,IndiePrexen Studios,Prexen StudiosPrexen Studios","Action,IndieAction,IndiePrexen Studios","Action,IndieAction,IndieSingle-player","Action,IndiePrexen Studios,Prexen StudiosPrexen StudiosSingle-player"
"Warhammer 40,000: Armageddon - Angels of Death","Flashback Games,The Lordz Games Studio","Slitherine Ltd.,Slitherine Ltd.",Strategy,"Single-player,Multi-player,Downloadable Content,Includes level editor",Strategy,warhammer40000armageddonangelsofdeath,"StrategySlitherine Ltd.,Slitherine Ltd.Flashback Games,The Lordz Games Studio","StrategyStrategyFlashback Games,The Lordz Games Studio","StrategyStrategySingle-player,Multi-player,Downloadable Content,Includes level editor","StrategySlitherine Ltd.,Slitherine Ltd.Flashback Games,The Lordz Games StudioSingle-player,Multi-player,Downloadable Content,Includes level editor"
Grow Home Soundtrack DLC,"Reflections, a Ubisoft Studio",,"Adventure,Indie,Casual","Downloadable Content,Full controller support","Adventure,Casual,Indie",growhomesoundtrackdlc,"Adventure,Casual,IndieReflections, a Ubisoft Studio","Adventure,Casual,IndieAdventure,Indie,CasualReflections, a Ubisoft Studio","Adventure,Casual,IndieAdventure,Indie,CasualDownloadable Content,Full controller support","Adventure,Casual,IndieReflections, a Ubisoft StudioDownloadable Content,Full controller support"
Vanguard Princess Lilith,Tomoaki Sugeno,"eigoMANGA,eigoMANGA","Action,Indie,Casual,Sexual Content,Dark,2D Fighter,Anime","Single-player,Local Multi-Player,Shared/Split Screen,Downloadable Content,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Profile Features Limited 
									","Action,Casual,Indie",vanguardprincesslilith,"Action,Casual,IndieeigoMANGA,eigoMANGATomoaki Sugeno","Action,Casual,IndieAction,Indie,Casual,Sexual Content,Dark,2D Fighter,AnimeTomoaki Sugeno","Action,Casual,IndieAction,Indie,Casual,Sexual Content,Dark,2D Fighter,AnimeSingle-player,Local Multi-Player,Shared/Split Screen,Downloadable Content,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Profile Features Limited 
									","Action,Casual,IndieeigoMANGA,eigoMANGATomoaki SugenoSingle-player,Local Multi-Player,Shared/Split Screen,Downloadable Content,Steam Trading Cards,Captions available,Steam Workshop,Partial Controller Support,Profile Features Limited 
									"
Eufloria HD Original Soundtrack,Milieu,"Omni Systems,Omni Systems","Indie,Strategy","Single-player,Downloadable Content,Steam Achievements,Partial Controller Support","Indie,Strategy",eufloriahdoriginalsoundtrack,"Indie,StrategyOmni Systems,Omni SystemsMilieu","Indie,StrategyIndie,StrategyMilieu","Indie,StrategyIndie,StrategySingle-player,Downloadable Content,Steam Achievements,Partial Controller Support","Indie,StrategyOmni Systems,Omni SystemsMilieuSingle-player,Downloadable Content,Steam Achievements,Partial Controller Support"
Clash of Puppets,Drakkar Dev,"Crescent Moon Games,Crescent Moon Games","Action,Indie,Vampire,Horror","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie",clashofpuppets,"Action,IndieCrescent Moon Games,Crescent Moon GamesDrakkar Dev","Action,IndieAction,Indie,Vampire,HorrorDrakkar Dev","Action,IndieAction,Indie,Vampire,HorrorSingle-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,IndieCrescent Moon Games,Crescent Moon GamesDrakkar DevSingle-player,Steam Achievements,Full controller support,Steam Trading Cards"
Fat Chicken,"Mighty Rabbit Studios,Relevant Games","Relevant Games,Relevant Games","Strategy,Indie,Action,Tower Defense","Single-player,Steam Achievements,Steam Trading Cards","Action,Indie,Strategy",fatchicken,"Action,Indie,StrategyRelevant Games,Relevant GamesMighty Rabbit Studios,Relevant Games","Action,Indie,StrategyStrategy,Indie,Action,Tower DefenseMighty Rabbit Studios,Relevant Games","Action,Indie,StrategyStrategy,Indie,Action,Tower DefenseSingle-player,Steam Achievements,Steam Trading Cards","Action,Indie,StrategyRelevant Games,Relevant GamesMighty Rabbit Studios,Relevant GamesSingle-player,Steam Achievements,Steam Trading Cards"
The Dream Machine: Chapter 5,Cockroach Inc.,"The Sleeping Machine,The Sleeping Machine","Casual,Indie,Adventure,Point & Click,Atmospheric,Singleplayer,Great Soundtrack,Exploration,2D,Story Rich,Interactive Fiction,Episodic,Mature,Mystery,Drama,Third Person,Surreal,Dark,Horror,Puzzle","Single-player,Downloadable Content,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									","Adventure,Casual,Indie",thedreammachinechapter5,"Adventure,Casual,IndieThe Sleeping Machine,The Sleeping MachineCockroach Inc.","Adventure,Casual,IndieCasual,Indie,Adventure,Point & Click,Atmospheric,Singleplayer,Great Soundtrack,Exploration,2D,Story Rich,Interactive Fiction,Episodic,Mature,Mystery,Drama,Third Person,Surreal,Dark,Horror,PuzzleCockroach Inc.","Adventure,Casual,IndieCasual,Indie,Adventure,Point & Click,Atmospheric,Singleplayer,Great Soundtrack,Exploration,2D,Story Rich,Interactive Fiction,Episodic,Mature,Mystery,Drama,Third Person,Surreal,Dark,Horror,PuzzleSingle-player,Downloadable Content,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									","Adventure,Casual,IndieThe Sleeping Machine,The Sleeping MachineCockroach Inc.Single-player,Downloadable Content,Steam Trading Cards,Steam Cloud,Profile Features Limited 
									"
Drive to Hell,Ghost Crab Games,"Ghost Crab Games,Ghost Crab Games","Action,Indie,Shoot 'Em Up,Twin Stick Shooter","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie",drivetohell,"Action,IndieGhost Crab Games,Ghost Crab GamesGhost Crab Games","Action,IndieAction,Indie,Shoot 'Em Up,Twin Stick ShooterGhost Crab Games","Action,IndieAction,Indie,Shoot 'Em Up,Twin Stick ShooterSingle-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Action,IndieGhost Crab Games,Ghost Crab GamesGhost Crab GamesSingle-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards"
Project CARS - Modified Car Pack,Slightly Mad Studios,"Slightly Mad Studios,BANDAI NAMCO Entertainment,Slightly Mad Studios,BANDAI NAMCO Entertainment","Racing,Sports,Simulation","Single-player,Multi-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Leaderboards","Racing,Simulation,Sports",projectcarsmodifiedcarpack,"Racing,Simulation,SportsSlightly Mad Studios,BANDAI NAMCO Entertainment,Slightly Mad Studios,BANDAI NAMCO EntertainmentSlightly Mad Studios","Racing,Simulation,SportsRacing,Sports,SimulationSlightly Mad Studios","Racing,Simulation,SportsRacing,Sports,SimulationSingle-player,Multi-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Leaderboards","Racing,Simulation,SportsSlightly Mad Studios,BANDAI NAMCO Entertainment,Slightly Mad Studios,BANDAI NAMCO EntertainmentSlightly Mad StudiosSingle-player,Multi-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Leaderboards"
Fake Colours,"Beyond-Limits-Games,FCG","Forthright Entertainment, LLC,Forthright Entertainment, LLC","Indie,Casual,Strategy,Puzzle,Puzzle-Platformer,Great Soundtrack","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Casual,Indie,Strategy",fakecolours,"Casual,Indie,StrategyForthright Entertainment, LLC,Forthright Entertainment, LLCBeyond-Limits-Games,FCG","Casual,Indie,StrategyIndie,Casual,Strategy,Puzzle,Puzzle-Platformer,Great SoundtrackBeyond-Limits-Games,FCG","Casual,Indie,StrategyIndie,Casual,Strategy,Puzzle,Puzzle-Platformer,Great SoundtrackSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Casual,Indie,StrategyForthright Entertainment, LLC,Forthright Entertainment, LLCBeyond-Limits-Games,FCGSingle-player,Steam Achievements,Steam Trading Cards,Partial Controller Support"
Secret of the Magic Crystals - Soundtrack and Coloring Book,Artery Games,"Artery Games,Artery Games","Casual,Indie","Downloadable Content,Profile Features Limited 
									","Casual,Indie",secretofthemagiccrystalssoundtrackandcoloringbook,"Casual,IndieArtery Games,Artery GamesArtery Games","Casual,IndieCasual,IndieArtery Games","Casual,IndieCasual,IndieDownloadable Content,Profile Features Limited 
									","Casual,IndieArtery Games,Artery GamesArtery GamesDownloadable Content,Profile Features Limited 
									"
Dreaming Sarah OST,"Andre Chagas Silva,Anthony Septim",,"Adventure,Indie,Casual","Single-player,Downloadable Content,Partial Controller Support,Profile Features Limited 
									","Adventure,Casual,Indie",dreamingsarahost,"Adventure,Casual,IndieAndre Chagas Silva,Anthony Septim","Adventure,Casual,IndieAdventure,Indie,CasualAndre Chagas Silva,Anthony Septim","Adventure,Casual,IndieAdventure,Indie,CasualSingle-player,Downloadable Content,Partial Controller Support,Profile Features Limited 
									","Adventure,Casual,IndieAndre Chagas Silva,Anthony SeptimSingle-player,Downloadable Content,Partial Controller Support,Profile Features Limited 
									"
Vintage Year,Nooner Bear Studio,"Nooner Bear Studio,Nooner Bear Studio","Action,Indie,Top-Down Shooter,Fast-Paced,Rogue-like,Rogue-lite,Pixel Graphics","Single-player,Full controller support,Steam Trading Cards","Action,Indie",vintageyear,"Action,IndieNooner Bear Studio,Nooner Bear StudioNooner Bear Studio","Action,IndieAction,Indie,Top-Down Shooter,Fast-Paced,Rogue-like,Rogue-lite,Pixel GraphicsNooner Bear Studio","Action,IndieAction,Indie,Top-Down Shooter,Fast-Paced,Rogue-like,Rogue-lite,Pixel GraphicsSingle-player,Full controller support,Steam Trading Cards","Action,IndieNooner Bear Studio,Nooner Bear StudioNooner Bear StudioSingle-player,Full controller support,Steam Trading Cards"
Grey Goo - Soundtrack,Petroglyph,"Grey Box,Grey Box",Strategy,"Single-player,Multi-player,Downloadable Content,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor",Strategy,greygoosoundtrack,"StrategyGrey Box,Grey BoxPetroglyph",StrategyStrategyPetroglyph,"StrategyStrategySingle-player,Multi-player,Downloadable Content,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","StrategyGrey Box,Grey BoxPetroglyphSingle-player,Multi-player,Downloadable Content,Steam Achievements,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor"
NEON STRUCT Soundtrack & Artbook,Minor Key Games,"Minor Key Games,Minor Key Games","Action,Indie","Single-player,Downloadable Content,Full controller support,Profile Features Limited 
									","Action,Indie",neonstructsoundtrackartbook,"Action,IndieMinor Key Games,Minor Key GamesMinor Key Games","Action,IndieAction,IndieMinor Key Games","Action,IndieAction,IndieSingle-player,Downloadable Content,Full controller support,Profile Features Limited 
									","Action,IndieMinor Key Games,Minor Key GamesMinor Key GamesSingle-player,Downloadable Content,Full controller support,Profile Features Limited 
									"
Magnifico,Mixel,"Slitherine Ltd. ,Slitherine Ltd. ","Strategy,Casual,Board Game","Single-player,Steam Trading Cards","Casual,Strategy",magnifico,"Casual,StrategySlitherine Ltd. ,Slitherine Ltd. Mixel","Casual,StrategyStrategy,Casual,Board GameMixel","Casual,StrategyStrategy,Casual,Board GameSingle-player,Steam Trading Cards","Casual,StrategySlitherine Ltd. ,Slitherine Ltd. MixelSingle-player,Steam Trading Cards"
Fallen Enchantress: Legendary Heroes - Battlegrounds DLC,Stardock Entertainment,"Stardock Entertainment,Stardock Entertainment","Strategy,RPG,Indie","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG,Strategy",fallenenchantresslegendaryheroesbattlegroundsdlc,"Indie,RPG,StrategyStardock Entertainment,Stardock EntertainmentStardock Entertainment","Indie,RPG,StrategyStrategy,RPG,IndieStardock Entertainment","Indie,RPG,StrategyStrategy,RPG,IndieSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,RPG,StrategyStardock Entertainment,Stardock EntertainmentStardock EntertainmentSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Cloud"
Antisquad - Skirmishes DLC,InsGames,"INSGAMES LIMITED,INSGAMES LIMITED","Strategy,Action,Adventure","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Action,Adventure,Strategy",antisquadskirmishesdlc,"Action,Adventure,StrategyINSGAMES LIMITED,INSGAMES LIMITEDInsGames","Action,Adventure,StrategyStrategy,Action,AdventureInsGames","Action,Adventure,StrategyStrategy,Action,AdventureSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Action,Adventure,StrategyINSGAMES LIMITED,INSGAMES LIMITEDInsGamesSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									"
Kromaia,Kraken Empire,"Rising Star Games,Rising Star Games","Indie,Action,Shoot 'Em Up,Arcade,Bullet Hell,Space,Shooter,Singleplayer,6DOF","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,Indie",kromaia,"Action,IndieRising Star Games,Rising Star GamesKraken Empire","Action,IndieIndie,Action,Shoot 'Em Up,Arcade,Bullet Hell,Space,Shooter,Singleplayer,6DOFKraken Empire","Action,IndieIndie,Action,Shoot 'Em Up,Arcade,Bullet Hell,Space,Shooter,Singleplayer,6DOFSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,IndieRising Star Games,Rising Star GamesKraken EmpireSingle-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards"
Kuros,Sandlot Games,"Sandlot Games,Sandlot Games","Casual,Hidden Object",Single-player,Casual,kuros,"CasualSandlot Games,Sandlot GamesSandlot Games","CasualCasual,Hidden ObjectSandlot Games","CasualCasual,Hidden ObjectSingle-player","CasualSandlot Games,Sandlot GamesSandlot GamesSingle-player"
East India Company: Pirate Bay,Nitro Games,"Nitro Games,Nitro Games",Strategy,"Single-player,Multi-player,Downloadable Content",Strategy,eastindiacompanypiratebay,"StrategyNitro Games,Nitro GamesNitro Games",StrategyStrategyNitro Games,"StrategyStrategySingle-player,Multi-player,Downloadable Content","StrategyNitro Games,Nitro GamesNitro GamesSingle-player,Multi-player,Downloadable Content"
Light of Altair,SaintXi,"SaintXi,SaintXi","Strategy,Indie,Simulation,Space,Sci-fi","Single-player,Steam Achievements","Indie,Simulation,Strategy",lightofaltair,"Indie,Simulation,StrategySaintXi,SaintXiSaintXi","Indie,Simulation,StrategyStrategy,Indie,Simulation,Space,Sci-fiSaintXi","Indie,Simulation,StrategyStrategy,Indie,Simulation,Space,Sci-fiSingle-player,Steam Achievements","Indie,Simulation,StrategySaintXi,SaintXiSaintXiSingle-player,Steam Achievements"
NecroVision,The Farm 51,"1C Entertainment,1C Entertainment","Action,FPS,World War I,Horror,Zombies,Shooter,Alternate History,First-Person,Gore","Single-player,Multi-player,Steam Cloud",Action,necrovision,"Action1C Entertainment,1C EntertainmentThe Farm 51","ActionAction,FPS,World War I,Horror,Zombies,Shooter,Alternate History,First-Person,GoreThe Farm 51","ActionAction,FPS,World War I,Horror,Zombies,Shooter,Alternate History,First-Person,GoreSingle-player,Multi-player,Steam Cloud","Action1C Entertainment,1C EntertainmentThe Farm 51Single-player,Multi-player,Steam Cloud"
Wind of Luck: Arena - Mediterranean Captain pack,Trazzy Entertainment,"Trazzy Entertainment,Trazzy Entertainment","Action,Massively Multiplayer,Indie,Simulation,Free to Play,War,Open World,Shooter,Medieval,FPS","Multi-player,MMO,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Profile Features Limited 
									","Action,Free to Play,Indie,Massively Multiplayer,Simulation",windofluckarenamediterraneancaptainpack,"Action,Free to Play,Indie,Massively Multiplayer,SimulationTrazzy Entertainment,Trazzy EntertainmentTrazzy Entertainment","Action,Free to Play,Indie,Massively Multiplayer,SimulationAction,Massively Multiplayer,Indie,Simulation,Free to Play,War,Open World,Shooter,Medieval,FPSTrazzy Entertainment","Action,Free to Play,Indie,Massively Multiplayer,SimulationAction,Massively Multiplayer,Indie,Simulation,Free to Play,War,Open World,Shooter,Medieval,FPSMulti-player,MMO,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Profile Features Limited 
									","Action,Free to Play,Indie,Massively Multiplayer,SimulationTrazzy Entertainment,Trazzy EntertainmentTrazzy EntertainmentMulti-player,MMO,Co-op,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Leaderboards,Profile Features Limited 
									"
Construction Simulator 2015: Liebherr LB 28,weltenbauer. Software Entwicklung GmbH,"astragon Entertainment,astragon Entertainment","Simulation,Casual","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Casual,Simulation",constructionsimulator2015liebherrlb28,"Casual,Simulationastragon Entertainment,astragon Entertainmentweltenbauer. Software Entwicklung GmbH","Casual,SimulationSimulation,Casualweltenbauer. Software Entwicklung GmbH","Casual,SimulationSimulation,CasualSingle-player,Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Casual,Simulationastragon Entertainment,astragon Entertainmentweltenbauer. Software Entwicklung GmbHSingle-player,Multi-player,Co-op,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud"
Remnants Of Isolation,Team Isolation,"Degica,Degica","RPG,Indie,Casual,RPGMaker","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie,RPG",remnantsofisolation,"Casual,Indie,RPGDegica,DegicaTeam Isolation","Casual,Indie,RPGRPG,Indie,Casual,RPGMakerTeam Isolation","Casual,Indie,RPGRPG,Indie,Casual,RPGMakerSingle-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie,RPGDegica,DegicaTeam IsolationSingle-player,Steam Achievements,Full controller support,Steam Trading Cards"
X-Plane 10 Global - 64 Bit - South America Scenery,Laminar Research,,Simulation,"Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content",Simulation,xplane10global64bitsouthamericascenery,SimulationLaminar Research,SimulationSimulationLaminar Research,"SimulationSimulationSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content","SimulationLaminar ResearchSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content"
X-Plane 10 Global - 64 Bit - Australia Scenery,Laminar Research,,Simulation,"Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content",Simulation,xplane10global64bitaustraliascenery,SimulationLaminar Research,SimulationSimulationLaminar Research,"SimulationSimulationSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content","SimulationLaminar ResearchSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content"
Natural Selection 2 - Reaper Pack,Unknown Worlds Entertainment,"Unknown Worlds Entertainment,Unknown Worlds Entertainment","Action,Indie,Strategy","Multi-player,Downloadable Content,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Indie,Strategy",naturalselection2reaperpack,"Action,Indie,StrategyUnknown Worlds Entertainment,Unknown Worlds EntertainmentUnknown Worlds Entertainment","Action,Indie,StrategyAction,Indie,StrategyUnknown Worlds Entertainment","Action,Indie,StrategyAction,Indie,StrategyMulti-player,Downloadable Content,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor","Action,Indie,StrategyUnknown Worlds Entertainment,Unknown Worlds EntertainmentUnknown Worlds EntertainmentMulti-player,Downloadable Content,Steam Trading Cards,Steam Workshop,Steam Cloud,Valve Anti-Cheat enabled,Includes level editor"
X-Plane 10 Global - 64 Bit - Asia Scenery,Laminar Research,,Simulation,"Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content",Simulation,xplane10global64bitasiascenery,SimulationLaminar Research,SimulationSimulationLaminar Research,"SimulationSimulationSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content","SimulationLaminar ResearchSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content"
Secret of the Magic Crystals - The Race,Artery Games,"Artery Games,Artery Games","Racing,Indie,Casual,Multiplayer,Horses","Single-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Casual,Indie,Racing",secretofthemagiccrystalstherace,"Casual,Indie,RacingArtery Games,Artery GamesArtery Games","Casual,Indie,RacingRacing,Indie,Casual,Multiplayer,HorsesArtery Games","Casual,Indie,RacingRacing,Indie,Casual,Multiplayer,HorsesSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									","Casual,Indie,RacingArtery Games,Artery GamesArtery GamesSingle-player,Multi-player,Cross-Platform Multiplayer,Downloadable Content,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards,Profile Features Limited 
									"
Always Sometimes Monsters - Soundtrack,"Vagabond Dog,Laser Destroyer Team","Devolver Digital,Devolver Digital","RPG,Indie","Single-player,Downloadable Content,Steam Achievements","Indie,RPG",alwayssometimesmonsterssoundtrack,"Indie,RPGDevolver Digital,Devolver DigitalVagabond Dog,Laser Destroyer Team","Indie,RPGRPG,IndieVagabond Dog,Laser Destroyer Team","Indie,RPGRPG,IndieSingle-player,Downloadable Content,Steam Achievements","Indie,RPGDevolver Digital,Devolver DigitalVagabond Dog,Laser Destroyer TeamSingle-player,Downloadable Content,Steam Achievements"
Elven Legacy: Ranger,1C:InoCo,"1C Entertainment,1C Entertainment",Strategy,"Single-player,Steam Cloud",Strategy,elvenlegacyranger,"Strategy1C Entertainment,1C Entertainment1C:InoCo",StrategyStrategy1C:InoCo,"StrategyStrategySingle-player,Steam Cloud","Strategy1C Entertainment,1C Entertainment1C:InoCoSingle-player,Steam Cloud"
Never Alone: Original Soundtrack,"Upper One Games,E-Line Media",,"Action,Adventure,Indie",Downloadable Content,"Action,Adventure,Indie",neveraloneoriginalsoundtrack,"Action,Adventure,IndieUpper One Games,E-Line Media","Action,Adventure,IndieAction,Adventure,IndieUpper One Games,E-Line Media","Action,Adventure,IndieAction,Adventure,IndieDownloadable Content","Action,Adventure,IndieUpper One Games,E-Line MediaDownloadable Content"
Abducted,Sunside Games,"Sunside Games,Sunside Games","Early Access,Adventure,Action,Indie,Early Access,Female Protagonist,RPG,Horror","Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,RPG,Early Access",abducted,"Action,Adventure,Indie,RPG,Early AccessSunside Games,Sunside GamesSunside Games","Action,Adventure,Indie,RPG,Early AccessEarly Access,Adventure,Action,Indie,Early Access,Female Protagonist,RPG,HorrorSunside Games","Action,Adventure,Indie,RPG,Early AccessEarly Access,Adventure,Action,Indie,Early Access,Female Protagonist,RPG,HorrorSingle-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,RPG,Early AccessSunside Games,Sunside GamesSunside GamesSingle-player,Steam Achievements,Partial Controller Support"
Consortium Soundtrack and Discoveries,Interdimensional Games Inc,,"Action,Adventure,RPG,Indie","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									","Action,Adventure,Indie,RPG",consortiumsoundtrackanddiscoveries,"Action,Adventure,Indie,RPGInterdimensional Games Inc","Action,Adventure,Indie,RPGAction,Adventure,RPG,IndieInterdimensional Games Inc","Action,Adventure,Indie,RPGAction,Adventure,RPG,IndieSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									","Action,Adventure,Indie,RPGInterdimensional Games IncSingle-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud,Profile Features Limited 
									"
